# PREVIEW DIAGNOSTIC -- NOT A TEST (n=4, critical rho 0.90-1.00)
# script_sha256=195a89b555bedf3a0ff00a4c4e0542eafa6370243fbf9ed954f5fe8fbf7f4082 chkpt_iteration=0 primary=mean_window(aggregate over the 16 items)
run,label,chkpt_iteration,type,mean_window,last_step,std_window,std_last_step,mean_window_item_02_ambush_2_split_00,mean_window_item_02_ambush_2_split_01,mean_window_item_02_ambush_2_split_02,mean_window_item_07_bamboo_1_split_00,mean_window_item_07_bamboo_1_split_01,mean_window_item_07_bamboo_1_split_02,mean_window_item_09_bandage_1_split_00,mean_window_item_09_bandage_1_split_01,mean_window_item_09_bandage_1_split_02,mean_window_item_12_cave_4_split_00,mean_window_item_13_market_2_split_00,mean_window_item_13_market_2_split_01,mean_window_item_13_market_2_split_02,mean_window_item_16_mountain_1_split_00,mean_window_item_16_mountain_1_split_01,mean_window_item_16_mountain_1_split_02
000,seed0,0,R1,0.9204951230295767,0.9777208194033282,0.15220835137188152,0.13732897182318998,0.9581400058863896,0.9113383803842134,0.9178498905074577,0.8061006143234474,0.8065219215707705,0.8095580150139483,0.9433838382735331,0.9632529332892824,0.972116490234408,0.6170488196255925,0.8235145187535,0.8081861558552423,0.8164406422665147,1.238473222779831,1.2263263867896737,1.1096701329194225
000,seed0,0,R2,0.9393256176480103,0.996550886955076,0.15220428786755846,0.1372844990953221,0.976970127617602,0.9301682477189169,0.9366802166367204,0.8249300401332308,0.8253513509684067,0.828387484919595,0.9622147709110573,0.9820840174402015,0.9909476404319856,0.6358763887217572,0.8423441407977295,0.8270155447345336,0.8352701539698156,1.257306998701516,1.2451600961996845,1.1285026624654102
000,seed0,0,R3,0.829869762530819,0.8870948583957184,0.15207401384267222,0.13717826565532576,0.8675146150409182,0.8207129832775681,0.8272245220044283,0.7154752121109322,0.7158965214632254,0.7189326144806556,0.8527584937673666,0.8726275993958014,0.8814911541243532,0.5264233466542627,0.7328891290199326,0.7175607536861289,0.7258152471284347,1.14784799466186,1.135701156861243,1.0190448568159929
000,seed0,0,R4,0.9693258093982605,1.0265722195830986,0.15226950567147055,0.13739194462792514,1.0069648160290454,0.9601444560264586,0.9666751721468282,0.8548749366617567,0.8552964522070592,0.8583340996780772,0.992234613464295,1.0121118853951128,1.0209771897669637,0.6657256851042525,0.8722978360940612,0.8569597965491298,0.8652197364485215,1.287472994451963,1.2753202406092752,1.1586030397393667
000,seed0,0,R5,0.9562994552805927,1.0135458971008182,0.15230644486241784,0.13741792474806813,0.9939384877185719,0.9471181119323273,0.9536487983805791,0.8418486111145078,0.8422701218277837,0.8453077662710344,0.9792082379619886,0.999085491618733,1.0079508161185187,0.6526994086006314,0.8592715114768434,0.84393347499068,0.8521934100229105,1.2744465770135311,1.262293814870835,1.1455766445700073
000,seed0,0,R6,0.9383513164748508,0.9955766773401615,0.15220976441419126,0.13733115485099565,0.975996160782078,0.9291945121696689,0.9357060728245898,0.8239567034762872,0.8243780123955993,0.8274141089037454,0.9612400762891802,0.9811091888794123,0.9899727457305012,0.6349047290799356,0.8413706270153745,0.8260422428690115,0.8342967397937662,1.2563297345779638,1.2441828880474568,1.1275265207630418
000,seed0,0,R7,0.914636404555415,0.9713877443761543,0.15085870692446307,0.135906004492773,0.9521497311625995,0.9057522017565581,0.9120664766029908,0.8012670187716179,0.8016848304462665,0.804693128255386,0.9372393686629203,0.9569439107880262,0.9657527126950545,0.6139489399080634,0.818522735845282,0.8033487405488462,0.8115181847848773,1.2296501415612462,1.2176114541813012,1.1020328969156032
000,seed0,0,R8,0.9295083316585537,0.9862596860333719,0.15085871313951052,0.1359060102642941,0.9670216604426569,0.9206241291166176,0.926938404686408,0.8161389381850807,0.8165567499444654,0.8195650478672551,0.9521112967298032,0.9718158414569297,0.9806246434951952,0.6288208581104191,0.8333946560906063,0.8182206596274977,0.826390104673689,1.244522086796499,1.2324833960973771,1.1169048332163596
000,seed0,0,L1,0.44875829780659016,0.44540584690600177,0.010454941386609917,0.010179145667657898,0.44784465887158814,0.4507209518880438,0.44929750801248797,0.4560687034774505,0.4560437068911515,0.45584564069066397,0.4467122240170279,0.44554115511197967,0.44515303017238306,0.4684377060291175,0.4549403811026048,0.4560433093225906,0.4554351908995688,0.42760615244032446,0.4283772066090871,0.43606523936937325
000,seed0,0,L2,0.4661254146069175,0.4632628288419708,0.008711963596319337,0.008506635424932695,0.46534880671789675,0.46779889121506973,0.46658580367880953,0.47235814195420794,0.4723368202164335,0.4721676124407085,0.46438066184252047,0.4633814242589655,0.46305004221267076,0.48290260768238447,0.4713956415208882,0.47233661709769253,0.47181812704704845,0.44809222753972183,0.44874896544565274,0.4553042428400083
